report_id,first_author,year,title,journal,doi,source_filename,file_sha256,source_available,eligibility_status,report_quantifiable,exclusion_reason,study_id,cohort_id,cohort_overlap_notes,metadata_source,screening_list,screening_row,notes,data_request_status,data_request_date,data_response_date
shimada2022,Shimada,2022,Effect of individualized occupational therapy on social functioning in patients with schizophrenia: A five-year follow-up of a randomized controlled trial,Journal of Psychiatric Research,10.1016/j.jpsychires.2022.10.066,1-s2.0-S0022395622006185-main.pdf,87082984b653729fac3d88fb4efd686b729afc279b7ada2e48960e32ee6bc7dc,yes,include,no,not_applicable,nagano_iot_rct,nagano_iot_rct,,crossref,yes,10,"CONFIRMED exactly. Baseline 1.81 (SD 2.46) and 1.87 (SD 1.96); five-year follow-up 4.46 (SD 2.20) and 2.46 (SD 2.36), range 0-10 (Table 2, p. 482). A subscale mean is not a proportion. One near-miss checked and rejected: Table 1 (pp. 479-480) prints 'Income, n (% yes)' 96 (94.12%) of 102, which is a count over a denominator, but 'income' there is an undefined demographic covering any source and is not offered as an employment measure.",drafted,,
solmi2022,Solmi,2022,"Effectiveness of Antipsychotic Use for Reducing Risk of Work Disability: Results From a Within-Subject Analysis of a Swedish National Cohort of 21,551 Patients With First-Episode Nonaffective Psychosis",American Journal of Psychiatry,10.1176/appi.ajp.21121189,solmi-et-al-2022-effectiveness-of-antipsychotic-use-for-reducing-risk-of-work-disability-results-from-a-within-subject.pdf,b13ef1c3f396fe8372754802d0d6a3ca592ef9daaa6682b8a4dcfb1b1a7a2ae6,yes,include,no,not_applicable,se_registers,se_registers,,crossref,yes,41,"CONFIRMED and localised. Percentages only: Figure 1, p. 942. Disability-pension exclusion: 'We excluded people who were already on DP at first diagnosis (N=5,144)' (Methods, p. 940), recorded as arm-level analysis_selection_status = selected, reason analytic_restriction, on the mihaljevicpeles2016 precedent. Censoring: follow-up 'ended at death, emigration, DP, or the end of data linkage (December 31, 2016)' with accrual running to 2016 and median follow-up 4.8 years, so the figure's stated base cannot hold at years 1 to 5; recorded as conflict_status = unresolved on all three result rows.",drafted,,
stouten2019,Stouten,2019,"Psychopathology, cognition and outcome in Dutch and immigrant first‐episode psychosis patients",Early Intervention in Psychiatry,10.1111/eip.12561,Early Intervention Psych - 2018 - Stouten - Psychopathology  cognition and outcome in Dutch and immigrant first‐episode.pdf,5ac91c89011a400b1be4bd48d71ffcce30f9bcb167a92c2ad56615125fc44629,yes,include,no,not_applicable,parnassia_hague,parnassia_hague,,crossref,yes,40,"CONFIRMED exactly. Table 4 (p. 651) gives 'Work and study' means of 2.39 to 2.11 (Dutch), 2.60 to 2.34 (second-generation) and 2.63 to 2.41 (first-generation) from baseline to 12 months on a 0-4 range. Additionally noted: the subscale covers socially useful activities INCLUDING study and work, so even a count would not have been paid employment; and the three migration groups are subgroup arms of one recruited sample of 162 under D12.5, not three cohorts.",drafted,,
strassnig2017,Strassnig,2017,Health status and mobility limitations are associated with residential and employment status in schizophrenia and bipolar disorder,Journal of Psychiatric Research,10.1016/j.jpsychires.2017.07.011,1-s2.0-S0022395617304193-main.pdf,97d05e038e9d44d2b76d643b1244aff1831afab8e506ff55d40244e1ab11c301,yes,linked_report,no,not_applicable,suffolk_county,suffolk_county,shares cohort with: strassnig2018,crossref,yes,9,Table 1 counts internally inconsistent; same cohort as strassnig2018 which is usable,drafted,,
strassnig2018,Strassnig,2018,Associations of independent living and labor force participation with impairment indicators in schizophrenia and bipolar disorder at 20-year follow-up,Schizophrenia Research,10.1016/j.schres.2018.02.009,nihms947905.pdf,9f461a476b572386aef6f8d9aaf705a13162f51b348dae66d9fe3fa4dd55c65e,yes,include,yes,not_applicable,suffolk_county,suffolk_county,shares cohort with: strassnig2017,crossref,yes,17,"schizophrenia/schizoaffective 36/146; percentage column misaligned, use the consistent reading",drafted,,
stralin2019,Strålin,2019,Early recovery and employment outcome 13 years after first episode psychosis,Psychiatry Research,10.1016/j.psychres.2018.12.013,1-s2.0-S0165178118320080-main.pdf,144c4428472a419b2fb8ab022bb02c117ec7a8d3e2dcf8059116e5af97f37e64,yes,include,yes,not_applicable,parachute_sweden,parachute_sweden,,crossref,yes,11,"CONFIRMED and extended. 67 of 161 verified against Table 1 (p. 378, '42% (67 av 161)') and the running text. The income threshold is 100,000 SEK of employment income during the year (Methods, 2.3, p. 376), so the construct is paid_intensity_threshold under D12.3a, not paid_any, and the ascertainment is period prevalence over a 12-month window. EXTENSION: the same sentence also prints '86 cases (53%) had any income', a second count on the same denominator that the triage note does not mention. If 'any income' means any employment income it is the paid_any numerator for this cohort; the paper never defines it and the LISA register as the paper describes it also carries sickness benefits and student aid, so it is recorded with outcome_construct = unclear and an author query.",drafted,,
tarricone2017,Tarricone,2017,Occupation and first episode psychosis in Northern Italy: better outcomes for migrants,Early Intervention in Psychiatry,10.1111/eip.12325,Early Intervention Psych - 2016 - Tarricone - Occupation and first episode psychosis in Northern Italy  better outcomes for.pdf,6706885cf3f62722c6e1ab54aefdd6c08cc4a324ffecef1676696041520852f7,yes,include,,not_applicable,bologna_fep,bologna_fep,,crossref,yes,87,"75/163 at 12m; paper states 46% of total AND 53% of 135, INCONSISTENT",drafted,,
thomson2023,Thomson,2023,Long-term outcomes of the recovery approach in a high-security mental health setting: a 20 year follow-up study,Frontiers in Psychiatry,10.3389/fpsyt.2023.1111377,fpsyt-14-1111377.pdf,bdae0ee3846956a1d3b0199c6a5811dfc19f5fc307a466fc3758e73a8cfd2920,yes,include,,not_applicable,carstairs_1992,carstairs_1992,"shares cohort with: darjee2017 | MULTIPLE INCLUDED REPORTS, apply result selection rule",crossref,yes,46,ZERO EVENTS no paid employment at 20y; denominator not stated; same cohort as darjee2017,drafted,,
topor2019,Topor,2019,Recovery and economy; salary and allowances: a 10-year follow-up of income for persons diagnosed with first-time psychosis,Social Psychiatry and Psychiatric Epidemiology,10.1007/s00127-019-01655-4,s00127-019-01655-4.pdf,d171617e6d4316c3d9e9e9473399cc0ab17bdcde380b7fa04aca91ef8ebaeff0,yes,include,no,not_applicable,stockholm_2000,stockholm_2000,,crossref,yes,48,"CONFIRMED exactly, and the gap is larger than the note implies. The two subgroups are 53 and 159 people (Table 1, p. 921), 212 of the 364-person working-age follow-up group; the other 152 are never described. The subgroups are also defined by service contact during the LAST FIVE YEARS of follow-up, a post-baseline variable, so they could not have entered the primary prevalence pool even with counts.",drafted,,
tsiachristas2016,Tsiachristas,2016,Economic impact of early intervention in psychosis services: results from a longitudinal retrospective controlled study in England,BMJ Open,10.1136/bmjopen-2016-012611,e012611.full.pdf,d1896a045732d9f6cd1861788a1e0a9fda1ab45e89ff9fd3447711a2e6485f4e,yes,include,no,not_applicable,oxford_ahsn,oxford_ahsn,,"first page, hand verified",yes,70,"probability ratio only (CONFIRMED: Table 3, p. 5 prints probability ratios, standard errors and confidence intervals and no count anywhere, so report_quantifiable = no); the denominator restriction is CONFIRMED AS THE STATED DEFINITION but REFUTED AS THE ANALYSIS ACTUALLY PERFORMED: the Methods define the outcome as 'the proportion of those unemployed at start of follow-up who became employed during follow-up' (p. 3), while the printed complete-case n of 1801 (Table 5, p. 7) exceeds the roughly 1,380 who could be both not-employed at baseline and have a baseline record, given the 48.6 and 51.0 per cent missing in Table 1; both results are therefore conflict_status = unresolved; the restriction is ANALYSIS-LEVEL, not recruitment: the cohort takes employment_selection_status = none (identification is by ICD-10 code, care cluster, HONOS item 6, age 16-35 and an observed HONOS score, with no employment criterion) and the arms take analysis_selection_status = selected with reason analytic_restriction; ADD: followup_basis = calendar_end_common. The outcome is the 'earliest recorded to latest recorded' change inside one shared April 2010 to March 2013 window, so elapsed follow-up varies between individuals and is never printed, and the result is barred from every landmark horizon under D12.8.",drafted,,
turner2019,Turner,2019,Improving vocational recovery among people with psychosis: a two-pronged approach,Irish Journal of Occupational Therapy,10.1108/IJOT-12-2018-0023,ijot-12-2018-0023.pdf,533663fb9bf28ea0af85c49cff163980ed7b6da763e730b90cde1059c6bec37d,yes,include,yes,not_applicable,detect_dublin,detect_dublin,,crossref,yes,86,"n = 34 CONFIRMED as the followed-up denominator, of 39 consenters (the Results and Discussion say 38, the Abstract and the sample description say 39, and the printed 87 per cent follow-up matches 34/39); 'IPS offered only to the 21 unoccupied at baseline' CONFIRMED AS INTERVENTION ASSIGNMENT but this is NOT the analysed denominator of the main results: the two-pronged design gave IPS to the 21 without a productive role and a job-retention programme to the 18 who had one, and the headline results (25 of 34 in a productive role at T2; 21, 9 and 27 of 34 for participation) sit on the whole followed-up sample. Only the attainment result is denominator-restricted, to the 16 unoccupied at T1 who were followed up, and it is carried on a separate subgroup arm with analysis_selection_status = selected / analytic_restriction; the COHORT-level selection is vocational_service_entry, not baseline employment status: entry required internal referral to the supported employment specialist, acceptance and use of a vocational intervention, and consent (129 offered, 61 used, 39 consented); ADD: EVERY extracted result is conflict_status = unresolved. The Abstract prints 10 attaining a productive role against the Results' 8; the participation counts fail inclusion-exclusion (21 + 9 - 4 = 26 against a printed 27); the sample is 38 in two places and 39 in three; and the IPS engagement total is printed as 86 while its own components and Table I give 84; ADD: followup_basis = unclear. The mean follow-up is 18 months with SD 12 and range 2 to 44, no schedule is stated and no common end date is stated, so the timepoint cannot be assigned to any horizon.",drafted,,
twumasi2026,Twumasi,2026,Real-world effectiveness of antipsychotic treatment of functional outcomes over 10 years: A national cohort of patients in Denmark with schizophrenia,Psychological Medicine,10.1017/S0033291726104693,real-world-effectiveness-of-antipsychotic-treatment-of-functional-outcomes-over-10-years-a-national-cohort-of-patients-in-denmark-with-schizophrenia.pdf,4007563d17f236de570132ebe4546c0939aad05ccf04766463eb6d2b1cf7b8d4,yes,include,,not_applicable,dk_registers_1998,dk_registers_1998,,crossref,yes,79,"CO-AUTHOR STUDY; composite employment/education/training; 38160 vs stated 69.1% implies 55200, INCONSISTENT | Screening sheet DATA_EXTRACTION_FINAL.xlsx row 79 records this study under its medRxiv preprint DOI 10.64898/2026.01.07.26343585; the manifest holds the published Psychological Medicine DOI. Same paper, accepted alias in scripts/check_folder.py.",drafted,,
wang2020,Wang,2020,Frailty affects employment outcomes in patients with schizophrenia in noncompetitive employment: A 4-year longitudinal study,Schizophrenia Research,10.1016/j.schres.2020.04.026,1-s2.0-S0920996420302334-main (1).pdf,,no,not_in_screening_set,,not_applicable,yuli_taiwan,yuli_taiwan,"shares cohort with: wang2020b, wang2020c",crossref,no,,"CONFIRMED byte-identical content to wang2020b, same DOI | PDF REMOVED 11 August 2026: redundant re-download of the wang2020b article. Extracted text is identical (46,534 characters, 7 pages); the files differ only in download metadata. | DISPOSITION 11 August 2026: was `duplicate`. Not on the DATA_EXTRACTION_FINAL.xlsx screening list of 90, so this is not an eligibility decision and the row is not counted in the PRISMA eligibility flow. Reinstating it requires a documented screening-list amendment, not a status change.",,,
wang2020b,Wang,2020,Frailty affects employment outcomes in patients with schizophrenia in noncompetitive employment: A 4-year longitudinal study,Schizophrenia Research,10.1016/j.schres.2020.04.026,1-s2.0-S0920996420302334-main.pdf,181ceab7934001ca9d86eba4e51a5194ce20c1debe5ecebfab20cbb541918cb6,yes,include,no,not_applicable,yuli_taiwan,yuli_taiwan,"shares cohort with: wang2020, wang2020c",crossref,yes,18,mean work months and income only; entirely non-competitive institutional work,drafted,,
wang2020c,Wang,2020,Symptomatic remission affects employment outcomes in schizophrenia patients,BMC Psychiatry,10.1186/s12888-020-02630-z,s12888-020-02630-z (1).pdf,5515352816f87da445174be97ff13ec12a7cebe4345f02ab44cb798ec897d1c6,yes,include,no,not_applicable,yuli_taiwan,yuli_taiwan,"shares cohort with: wang2020, wang2020b",crossref,yes,26,cumulative work months only; same cohort as wang2020b,drafted,,
xu2020,Xu,2020,Predictors of outcome in early onset schizophrenia: a 10-year follow-up study,BMC Psychiatry,10.1186/s12888-020-2484-x,s12888-020-2484-x.pdf,dd3966c2648ab51b846d8d5bf16e7d4238f1c149bfb845cf629e487a23b47d76,yes,include,yes,not_applicable,pku_beijing,pku_beijing,,crossref,yes,27,"23/62 CONFIRMED ('Thirty-four (55%), 23 (37%) and 5 (8%) respectively were unemployed, currently employed and currently in school'); the categories are exhaustive and sum exactly to 62, the 65 interviewed minus the 3 who had died, so 62 is an OBSERVED denominator and not a reporting base; proxy report CONFIRMED and quantified: 'The primary informant was a parent, the patient themselves, and another family member for 59, 3, and 3 subjects respectively', and this is recorded as an ascertainment-quality judgement (jbi7_condition_measurement = no) and NOT as a reason to discard the count; 'mean 10.4y' CONFIRMED as printed, but the inference the triage note draws from it is REFUTED: followup_basis = since_baseline with followup_months = 125, so this result IS assigned to the 10-year-or-more horizon. D12.3b concerns a mean time since ONSET or a fixed chronological age and neither applies, since the anchor is hospitalisation in 2006; D12.8 requires one shared calendar end date, which this report nowhere states; and the SD is 0.3 years, so every plausible individual follow-up lies inside the 108-months-and-above band and no cohort is placed in a band on the strength of an average; ADD: this is the ONLY result in F13 that passes every primary-pool gate (employment_selection_status = none, arm_type = cohort, point prevalence, paid_any, schizophrenia, n_employed and n_outcome_observed both present). It requires human verification of two fields before it is relied on: followup_basis and the paid_any construct; ADD, minor: 686.8 person-years is not reproducible from 65 subjects at a mean of 10.4 years (which gives 676); it implies a mean of 10.57 and the discrepancy is unexplained. Does not affect the employment result.",drafted,,
yamaguchi2020,Yamaguchi,2020,Contents and Intensity of Services in Low- and High-Fidelity Programs for Supported Employment: Results of a Longitudinal Survey,Psychiatric Services,10.1176/appi.ps.201900255,yamaguchi-et-al-2020-contents-and-intensity-of-services-in-low-and-high-fidelity-programs-for-supported-employment.pdf,ce3eb59210ef71a5829eacfe0af92f8cfe52d7ae55a4760ef3c6e741449a5ba7,yes,include,yes,not_applicable,jisef_japan,jisef_japan,,crossref,yes,73,"CRITICAL SELECTION CONFIRMED and quoted: 'The eligibility criteria were as follows: clients who were receiving employment services for the first time in each agency; had been diagnosed as having schizophrenia on the basis of the ICD-10; and were between ages 20 and 60 years' (Methods, Participants, p. 474). Entry to a vocational service is the first eligibility criterion, so employment_selection_status = selected with reason vocational_service_entry and the cohort cannot enter the primary pool; 51 of 93 CONFIRMED, with the denominator question answered: 93 is NEITHER a reporting base NOR an observed denominator. It is a count of clients meeting the eligibility criteria; no printed percentage divides by it and no outcome was observed for all 93. The reporting base and the observed denominator coincide at 29 (low fidelity) and 22 (high fidelity), on which every printed percentage reproduces exactly. n_entered is left blank because the report never says how many of the 93 consented and entered, and the flow diagram is in an online supplement not held; the 42 unaccounted-for clients are why analysis_selection_status = unclear with reason incomplete_reporting; ADD, and independent of the selection: the construct is paid_competitive, defined as 'working at least 1 day a month at minimum wage or more' and evidenced by an employment contract, and the ascertainment is cumulative ('N of people who worked / During the past 12 months'), so the result fails the construct gate and the ascertainment gate as well as the population gate; ADD: job retention is reported (13 of 22 high-fidelity and 6 of 29 low-fidelity maintained the initial job for 1 year after starting work) but is anchored to each individual's job start and extends beyond the 12-month follow-up; it is recorded narratively in the row notes because the schema has no job-tenure construct.",drafted,,
zhang2017,Zhang,2017,Integrated Supported Employment for People With Schizophrenia in Mainland China: A Randomized Controlled Trial,American Journal of Occupational Therapy,10.5014/ajot.2017.024802,zhang-et-al-2017-integrated-supported-employment-for-people-with-schizophrenia-in-mainland-china-a-randomized.pdf,391f6e715676806957c554dd17db98a675f6c48166d72b8512aaeafbe092b2ca,yes,include,yes,not_applicable,wuxi_ise_rct,wuxi_ise_rct,,crossref,yes,33,"CRITICAL SELECTION CONFIRMED and quoted, with BOTH triggers present in one criteria list: '(3) unemployed status ... and (7) a desire to work' (Method, Participants, p. 7106165020p2). employment_selection_reason takes a single value and records baseline_employment_status; the verbatim carries both, and the arm rows carry baseline_unemployed_required = yes and baseline_wants_work_required = yes; cumulative employment CONFIRMED: 'The cumulative employment rate at different follow-up periods was also reported', so ascertainment = any_time_during_followup and no point-prevalence count is printed at any timepoint; ADD: the construct is paid_intensity_threshold, not paid_competitive and not paid_any. 'Those who had continuously held competitive employment at least 20 hr/wk for 2 mo or longer were considered employed', so anyone working fewer hours or for a shorter spell counts as not employed and the number in any competitive employment is bounded only by 34 <= x <= 54 (ISE), 27 <= x <= 54 (IPS) and 18 <= x <= 54 (TVR); ADD: n_outcome_observed is NOT recoverable. The report prints no attrition figure of any kind, stating only that 'The participants (n = 162) were subject to intent-to-treat analyses on employment rate ... The drop-out cases were also included', so 54 is recorded as n_entered and reported_percentage_base with denominator_basis = entered, and the row cannot enter the intervention count model without an author reply; ADD: risk of bias is HIGH under RoB 2, on missing outcome data and on selection of the reported result. Registration (NCT03273530) postdates the 2013-2015 trial; the p = .002 printed for ISE versus IPS is not reproducible from 34/54 against 27/54; and the text claims the ISE group had 'significantly higher scores on the BPRS' when Table 2 shows it lowest at every follow-up.",drafted,,
killackey2019,Killackey,2019,Individual placement and support for vocational recovery in first-episode psychosis: randomised controlled trial,The British Journal of Psychiatry,10.1192/bjp.2018.191,individual-placement-and-support-for-vocational-recovery-in-first-episode-psychosis-randomised-controlled-trial.pdf,7d6c03d2c37d95e0d446cfafa3bda53ab696e993fb1539728ae1fffeb281e7e4,yes,include,yes,not_applicable,,eppic_ips_rct,"LIKELY eppic_ips_rct (verify on receipt): parent trial report for clarke2023, which is the quality-of-life paper of the same trial",crossref,yes,29,PDF OBTAINED 11 August 2026. Screened in at xlsx row 29 but absent from the folder. Full text held; eligibility still to be adjudicated.,,,
chan2020,Chan,2020,Ten-year employment patterns of patients with first-episode schizophrenia-spectrum disorders: comparison of early intervention and standard care services,The British Journal of Psychiatry,10.1192/bjp.2019.161,ten-year-employment-patterns-of-patients-with-first-episode-schizophrenia-spectrum-disorders-comparison-of-early-intervention-and-standard-care-services.pdf,5dccdb14cf6fa726a622e152357bbdd8f4ff58439f00ed5c65361fe05adf989b,yes,include,no,not_applicable,,hk_easy_2001,confirmed hk_easy_2001 plus a second cohort hk_standard_care_2000,crossref,yes,30,"PDF OBTAINED 11 August 2026. Screened in at xlsx row 30 but absent from the folder. Employment is the stated outcome at ten years, so this is high priority. Full text held; eligibility still to be adjudicated.",,,
benson2022,Benson,2022,"Unemployment, Homelessness, and Other Societal Outcomes Among US Veterans With Schizophrenia Relapse",The Primary Care Companion For CNS Disorders,10.4088/PCC.21m03173,benson2022.pdf,e3b17b6ec42640957879d38bcb18817ca1e4c11975a63b55e9cb8e2aa6b372e3,yes,include,yes,not_applicable,,us_vha,"CONFIRMED us_vha: identical selection cascade to lin2022 (132,153 / 127,366 / 125,595 / 119,601 / 119,343), identical database, study period and IRB approval, and lin2022 is named as an earlier phase of the same study. Analysed subsets differ: lin2022 matches 102,207 to non-schizophrenia veterans, benson2022 matches 16,862 relapse to 16,862 nonrelapse veterans from the same 119,343.",crossref,yes,32,"PDF OBTAINED 11 August 2026 by printing the free full text from the publisher page; the five figure and table GIFs were appended as pages 3 to 7 (Tables 1-3 then Figures 1-2). Source GIFs kept in the benson2022/ subfolder. Screened in at xlsx row 32 but absent from the folder. See docs/missing_pdfs.md. AUTHORSHIP: the published article page prints Benson C first and Lin D second; Crossref, PubMed (PMID 36126916) and Europe PMC all list Lin D first in an order identical to the sibling BMC Psychiatry paper lin2022, so the deposited metadata appears to have been copied from it. report_id follows the article of record. INCONSISTENT: Table 3 relapse-cohort full-time employment is printed as 5.4 per cent, but 577/16862 is 3.4 per cent and the printed relapse percentages sum to 102.0. The counts are sound (they sum exactly to 16,862); the percentage is the error. Query with the corresponding author.",,,
